sample_id,ground_truth,prediction,confidence,evidence,key_fields,raw_response,model,prompt_name,status,error_message
CYB499-053,Benign,Benign,High,"Sysmon Event ID 1 shows backgroundTaskHost.exe launched from C:\Windows\System32 by svchost.exe with a normal AppX -ServerName parameter, consistent with legitimate Windows background task hosting.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows backgroundTaskHost.exe launched from C:\\Windows\\System32 by svchost.exe with a normal AppX -ServerName parameter, consistent with legitimate Windows background task hosting.""}",gpt-5.4,direct,completed,
CYB499-054,Malicious,Malicious,High,"PowerShell launches a script that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\Local\Microsoft\WindowsApps, then instantiates Excel via COM and calls ActivateMicrosoftApp(""5""), behavior consistent with masquerading and suspicious execution setup.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell launches a script that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\\Local\\Microsoft\\WindowsApps, then instantiates Excel via COM and calls ActivateMicrosoftApp(\""5\""), behavior consistent with masquerading and suspicious execution setup.""}",gpt-5.4,direct,completed,
CYB499-055,Malicious,Benign,Low,"Sysmon Event ID 5 indicates a process terminated; the only process shown is the legitimate Windows binary C:\Windows\System32\bitsadmin.exe run by SERVER002\admin_test, with no command line or other suspicious context provided.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the only process shown is the legitimate Windows binary C:\\Windows\\System32\\bitsadmin.exe run by SERVER002\\admin_test, with no command line or other suspicious context provided.""}",gpt-5.4,direct,completed,
CYB499-056,Malicious,Malicious,High,"PowerShell runs a loop 0..1000 issuing Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS-based beaconing/exfiltration rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell runs a loop 0..1000 issuing Invoke-WebRequest to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with automated DNS-based beaconing/exfiltration rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-057,Benign,Benign,High,"PowerShell event 400 shows engine startup for ConsoleHost with HostApplication 'powershell.exe -Command ls ~/Desktop'. The command is a simple directory listing of the Desktop and no suspicious script block, encoded command, download, or execution behavior is present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event 400 shows engine startup for ConsoleHost with HostApplication 'powershell.exe -Command ls ~/Desktop'. The command is a simple directory listing of the Desktop and no suspicious script block, encoded command, download, or execution behavior is present.""}",gpt-5.4,direct,completed,
CYB499-058,Malicious,Benign,Low,"Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\Windows\System32\bitsadmin.exe run by SERVER002\admin_test. bitsadmin.exe can be used legitimately, and no command line, parent process, or network details are provided to show malicious use.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\\Windows\\System32\\bitsadmin.exe run by SERVER002\\admin_test. bitsadmin.exe can be used legitimately, and no command line, parent process, or network details are provided to show malicious use.""}",gpt-5.4,direct,completed,
CYB499-059,Benign,Benign,High,"Sysmon Event ID 1 shows ai.exe launched from a legitimate Microsoft Office path by parent POWERPNT.EXE, with command line referencing an Office AI/ONNX component (PowerPointCombinedFloatieLreOnline.onnx), consistent with normal PowerPoint/Office functionality.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows ai.exe launched from a legitimate Microsoft Office path by parent POWERPNT.EXE, with command line referencing an Office AI/ONNX component (PowerPointCombinedFloatieLreOnline.onnx), consistent with normal PowerPoint/Office functionality.""}",gpt-5.4,direct,completed,
CYB499-060,Malicious,Benign,Medium,"Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\admin_test to create a temp folder, write a test file, archive it with WinRAR using a password (-hp""blue""), and list the directory. This is consistent with administrative or test activity; no inherently malicious executable or clearly destructive action is shown.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\\admin_test to create a temp folder, write a test file, archive it with WinRAR using a password (-hp\""blue\""), and list the directory. This is consistent with administrative or test activity; no inherently malicious executable or clearly destructive action is shown.""}",gpt-5.4,direct,completed,
CYB499-061,Malicious,Malicious,High,"Sysmon Event ID 1 shows powershell.exe launched by wsmprovhost.exe with a loop of 1000 Invoke-WebRequest calls to https://8.8.8.8/resolve using randomized subdomains under xip.io and TXT queries, which is consistent with scripted DNS/web-based beaconing or tunneling behavior rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows powershell.exe launched by wsmprovhost.exe with a loop of 1000 Invoke-WebRequest calls to https://8.8.8.8/resolve using randomized subdomains under xip.io and TXT queries, which is consistent with scripted DNS/web-based beaconing or tunneling behavior rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-062,Benign,Benign,Medium,"Security event 4624 indicates a logon, and the account is the machine account WORKGROUP\SERVER002$ with services.exe from C:\Windows\System32, which is consistent with normal Windows service/system activity.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Security event 4624 indicates a logon, and the account is the machine account WORKGROUP\\SERVER002$ with services.exe from C:\\Windows\\System32, which is consistent with normal Windows service/system activity.""}",gpt-5.4,direct,completed,
CYB499-063,Benign,Benign,Low,"Security event 5061 from Microsoft-Windows-Security-Auditing on Server002 shows a cryptographic operation by LOCAL SERVICE, which is commonly used by Windows services; with only provider, event ID, host, and user, there is no clear malicious indicator.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Security event 5061 from Microsoft-Windows-Security-Auditing on Server002 shows a cryptographic operation by LOCAL SERVICE, which is commonly used by Windows services; with only provider, event ID, host, and user, there is no clear malicious indicator.""}",gpt-5.4,direct,completed,
CYB499-064,Malicious,Malicious,High,"PowerShell script reads passwords from passwords.txt and iterates through them to create LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind() and printing 'Attempting' and 'valid credentials' messages, which indicates password brute forcing/credential guessing against Active Directory.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell script reads passwords from passwords.txt and iterates through them to create LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind() and printing 'Attempting' and 'valid credentials' messages, which indicates password brute forcing/credential guessing against Active Directory.""}",gpt-5.4,direct,completed,
CYB499-065,Malicious,Benign,Medium,"Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\admin_test to run a simple existence check: ""cmd.exe"" /c if not exist ""%%programfiles%%/WinRAR/Rar.exe"" (exit /b 1). This looks like a remote administrative/scripted software check rather than clearly malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows cmd.exe launched by wsmprovhost.exe under SERVER002\\admin_test to run a simple existence check: \""cmd.exe\"" /c if not exist \""%%programfiles%%/WinRAR/Rar.exe\"" (exit /b 1). This looks like a remote administrative/scripted software check rather than clearly malicious activity.""}",gpt-5.4,direct,completed,
CYB499-066,Benign,Benign,High,"PowerShell event 400 indicates engine startup only (NewEngineState=Available, PreviousEngineState=None) with HostApplication=C:\Windows\system32\wsmprovhost.exe -Embedding and no command, script, or pipeline content present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event 400 indicates engine startup only (NewEngineState=Available, PreviousEngineState=None) with HostApplication=C:\\Windows\\system32\\wsmprovhost.exe -Embedding and no command, script, or pipeline content present.""}",gpt-5.4,direct,completed,
CYB499-067,Malicious,Malicious,High,"PowerShell command reads passwords from a file and iterates through them to call LDAPConnection.bind() with AuthType NTLM for $ENV:USERNAME, printing 'Attempting' and 'valid credentials' messages and ending with 'End of bruteforce'; this is explicit credential brute forcing.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell command reads passwords from a file and iterates through them to call LDAPConnection.bind() with AuthType NTLM for $ENV:USERNAME, printing 'Attempting' and 'valid credentials' messages and ending with 'End of bruteforce'; this is explicit credential brute forcing.""}",gpt-5.4,direct,completed,
CYB499-068,Benign,Benign,High,"Sysmon Event ID 1 shows process creation of C:\Windows\System32\BackgroundTransferHost.exe with a standard-looking command line ""BackgroundTransferHost.exe"" -ServerName:BackgroundTransferHost.1 by user SERVER002\lplui; this is a legitimate Windows system binary and no suspicious arguments or unusual path are present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows process creation of C:\\Windows\\System32\\BackgroundTransferHost.exe with a standard-looking command line \""BackgroundTransferHost.exe\"" -ServerName:BackgroundTransferHost.1 by user SERVER002\\lplui; this is a legitimate Windows system binary and no suspicious arguments or unusual path are present.""}",gpt-5.4,direct,completed,
CYB499-069,Malicious,Malicious,High,"PowerShell launched with a command that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\Local\Microsoft\WindowsApps, and the script then instantiates Excel via COM (Excel.Application), behavior consistent with masquerading and suspicious execution setup.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell launched with a command that copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\\Local\\Microsoft\\WindowsApps, and the script then instantiates Excel via COM (Excel.Application), behavior consistent with masquerading and suspicious execution setup.""}",gpt-5.4,direct,completed,
CYB499-070,Benign,Benign,Medium,"Event ID 4798 indicates a user's local group membership was enumerated; the only actor shown is WORKGROUP\\SERVER002$ (S-1-5-18), the local SYSTEM/computer account on Server002, with no additional suspicious fields or context.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Event ID 4798 indicates a user's local group membership was enumerated; the only actor shown is WORKGROUP\\\\SERVER002$ (S-1-5-18), the local SYSTEM/computer account on Server002, with no additional suspicious fields or context.""}",gpt-5.4,direct,completed,
CYB499-071,Benign,Benign,Medium,"PowerShell event 400 shows engine startup with a command that enumerates %WinDir%\inf\*.inf and searches for [defaultinstall.nt*] sections, then prints a result. The activity is read-only system inspection with no execution, download, persistence, or modification behavior evident in the supplied fields.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""PowerShell event 400 shows engine startup with a command that enumerates %WinDir%\\inf\\*.inf and searches for [defaultinstall.nt*] sections, then prints a result. The activity is read-only system inspection with no execution, download, persistence, or modification behavior evident in the supplied fields.""}",gpt-5.4,direct,completed,
CYB499-072,Malicious,Malicious,High,"PowerShell script loads System.DirectoryServices.Protocols, reads passwords from passwords.txt, iterates through each password, creates NTLM LDAP credentials for $ENV:USERNAME, calls $conn.bind(), and prints valid credentials—clear password brute-force/credential stuffing behavior.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell script loads System.DirectoryServices.Protocols, reads passwords from passwords.txt, iterates through each password, creates NTLM LDAP credentials for $ENV:USERNAME, calls $conn.bind(), and prints valid credentials—clear password brute-force/credential stuffing behavior.""}",gpt-5.4,direct,completed,
CYB499-073,Malicious,Malicious,High,"PowerShell attempted to copy calc.exe to a deceptive user-writable path as 'foxprow.exe' under AppData\Local\Microsoft\WindowsApps, and the HostApplication also shows COM automation of Excel via CreateInstance/GetTypeFromProgID and ActivateMicrosoftApp, which is suspicious execution/masquerading behavior despite the copy failing.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell attempted to copy calc.exe to a deceptive user-writable path as 'foxprow.exe' under AppData\\Local\\Microsoft\\WindowsApps, and the HostApplication also shows COM automation of Excel via CreateInstance/GetTypeFromProgID and ActivateMicrosoftApp, which is suspicious execution/masquerading behavior despite the copy failing.""}",gpt-5.4,direct,completed,
CYB499-074,Malicious,Benign,Medium,"Sysmon Event ID 1 shows bitsadmin.exe launched by cmd.exe with command line '/create fileBITS', which only creates a BITS job and does not show download, execution, or other clearly malicious activity in the provided fields.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows bitsadmin.exe launched by cmd.exe with command line '/create fileBITS', which only creates a BITS job and does not show download, execution, or other clearly malicious activity in the provided fields.""}",gpt-5.4,direct,completed,
CYB499-075,Benign,Benign,Low,"Security event 4738 indicates a user account was changed, but the only actor shown is the local machine account WORKGROUP\SERVER002$ on Server002 with no suspicious target, attributes, or context provided.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Security event 4738 indicates a user account was changed, but the only actor shown is the local machine account WORKGROUP\\SERVER002$ on Server002 with no suspicious target, attributes, or context provided.""}",gpt-5.4,direct,completed,
CYB499-076,Benign,Benign,Medium,"Sysmon Event ID 1 shows execution of signed Windows system binary AppHostRegistrationVerifier.exe from C:\Windows\System32, launched by svchost.exe with no suspicious arguments or unusual path.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 1 shows execution of signed Windows system binary AppHostRegistrationVerifier.exe from C:\\Windows\\System32, launched by svchost.exe with no suspicious arguments or unusual path.""}",gpt-5.4,direct,completed,
CYB499-077,Benign,Benign,High,"Sysmon Event ID 1 shows a Brave browser updater process: brave_installer-delta-x64.exe launched from the BraveSoftware Update install path, with parent process BraveUpdate.exe, running under SYSTEM consistent with legitimate software update activity.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows a Brave browser updater process: brave_installer-delta-x64.exe launched from the BraveSoftware Update install path, with parent process BraveUpdate.exe, running under SYSTEM consistent with legitimate software update activity.""}",gpt-5.4,direct,completed,
CYB499-078,Malicious,Malicious,High,"PowerShell copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\Local\Microsoft\WindowsApps, then instantiates Excel via COM and calls ActivateMicrosoftApp(""5""), behavior consistent with masquerading and suspicious execution setup.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell copies calc.exe to a deceptive user-writable path as foxprow.exe under AppData\\Local\\Microsoft\\WindowsApps, then instantiates Excel via COM and calls ActivateMicrosoftApp(\""5\""), behavior consistent with masquerading and suspicious execution setup.""}",gpt-5.4,direct,completed,
CYB499-079,Benign,Benign,High,"PowerShell event 400 shows normal engine startup (NewEngineState=Available) for ConsoleHost running a simple command: powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';. No suspicious script content, encoded commands, downloads, or privilege-related actions are present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event 400 shows normal engine startup (NewEngineState=Available) for ConsoleHost running a simple command: powershell.exe -ExecutionPolicy Restricted -Command Write-Host 'Final result: 1';. No suspicious script content, encoded commands, downloads, or privilege-related actions are present.""}",gpt-5.4,direct,completed,
CYB499-080,Benign,Benign,High,"PowerShell event 400 shows normal engine startup with HostApplication 'powershell.exe -Command hostname'; the only command is 'hostname', a common benign system identification command, with no suspicious script content or encoded/obfuscated execution.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event 400 shows normal engine startup with HostApplication 'powershell.exe -Command hostname'; the only command is 'hostname', a common benign system identification command, with no suspicious script content or encoded/obfuscated execution.""}",gpt-5.4,direct,completed,
CYB499-081,Malicious,Malicious,High,"PowerShell 403 shows a script loading System.DirectoryServices.Protocols, reading passwords from passwords.txt, iterating through each password, creating LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind(), and printing 'Attempting' and 'valid credentials'/'End of bruteforce'—clear password brute-force activity.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell 403 shows a script loading System.DirectoryServices.Protocols, reading passwords from passwords.txt, iterating through each password, creating LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind(), and printing 'Attempting' and 'valid credentials'/'End of bruteforce'—clear password brute-force activity.""}",gpt-5.4,direct,completed,
CYB499-082,Malicious,Benign,Medium,"Sysmon Event ID 5 indicates a process terminated; the image is C:\Windows\System32\chcp.com, a legitimate Windows console code page utility, run by SERVER002\admin_test with no additional suspicious fields provided.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the image is C:\\Windows\\System32\\chcp.com, a legitimate Windows console code page utility, run by SERVER002\\admin_test with no additional suspicious fields provided.""}",gpt-5.4,direct,completed,
CYB499-083,Malicious,Benign,Low,Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\Windows\System32\bitsadmin.exe run by SERVER002\admin_test on Server002. This alone does not provide clear malicious indicators.,[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\\Windows\\System32\\bitsadmin.exe run by SERVER002\\admin_test on Server002. This alone does not provide clear malicious indicators.""}",gpt-5.4,direct,completed,
CYB499-084,Malicious,Malicious,High,"PowerShell script reads passwords from passwords.txt and iterates through them to create LDAPConnection objects using AuthType NTLM, calling $conn.bind() for each and printing 'Attempting ${password}' and 'are valid credentials', indicating password brute-force/credential guessing against the current account.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell script reads passwords from passwords.txt and iterates through them to create LDAPConnection objects using AuthType NTLM, calling $conn.bind() for each and printing 'Attempting ${password}' and 'are valid credentials', indicating password brute-force/credential guessing against the current account.""}",gpt-5.4,direct,completed,
CYB499-085,Benign,Benign,Medium,"PowerShell event 400 shows engine startup with a simple command creating a PSCredential object from hardcoded username/password using ConvertTo-SecureString and New-Object PSCredential; no execution of payloads, downloads, persistence, or other clearly malicious actions are present in the supplied fields.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""PowerShell event 400 shows engine startup with a simple command creating a PSCredential object from hardcoded username/password using ConvertTo-SecureString and New-Object PSCredential; no execution of payloads, downloads, persistence, or other clearly malicious actions are present in the supplied fields.""}",gpt-5.4,direct,completed,
CYB499-086,Malicious,Malicious,High,"PowerShell script reads passwords from passwords.txt and iterates them to create LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind() and printing valid credentials—clear password brute-force/credential attack behavior.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell script reads passwords from passwords.txt and iterates them to create LDAP NTLM credentials for $ENV:USERNAME, calling $conn.bind() and printing valid credentials—clear password brute-force/credential attack behavior.""}",gpt-5.4,direct,completed,
CYB499-087,Benign,Benign,Low,"Event ID 4738 indicates a user account was changed, but the supplied fields only show it was logged by Microsoft-Windows-Security-Auditing on Server002 with subject WORKGROUP\SERVER002$ (the machine account). No target account or changed attributes are provided, so there is insufficient evidence of malicious activity.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Event ID 4738 indicates a user account was changed, but the supplied fields only show it was logged by Microsoft-Windows-Security-Auditing on Server002 with subject WORKGROUP\\SERVER002$ (the machine account). No target account or changed attributes are provided, so there is insufficient evidence of malicious activity.""}",gpt-5.4,direct,completed,
CYB499-088,Benign,Benign,High,"Sysmon Event ID 1 shows a process started by wuauclt.exe as NT AUTHORITY\SYSTEM from C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.605.0.exe with command line 'WD /q', which is consistent with a Windows Defender delta patch/update installation.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows a process started by wuauclt.exe as NT AUTHORITY\\SYSTEM from C:\\Windows\\SoftwareDistribution\\Download\\Install\\AM_Delta_Patch_1.427.605.0.exe with command line 'WD /q', which is consistent with a Windows Defender delta patch/update installation.""}",gpt-5.4,direct,completed,
CYB499-089,Benign,Benign,High,"Event ID 4672 indicates special privileges assigned at logon; the account is NT AUTHORITY\SYSTEM (S-1-5-18), a normal built-in Windows system account, with no additional suspicious details provided.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Event ID 4672 indicates special privileges assigned at logon; the account is NT AUTHORITY\\SYSTEM (S-1-5-18), a normal built-in Windows system account, with no additional suspicious details provided.""}",gpt-5.4,direct,completed,
CYB499-090,Malicious,Malicious,High,"Sysmon Event ID 1 shows reg.exe executed by SERVER002\admin_test via cmd.exe to add HKCU\Software\Microsoft\Windows\CurrentVersion\policies\system\DisableRegistryTools=1, which disables Registry Tools and is consistent with system tampering to hinder administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows reg.exe executed by SERVER002\\admin_test via cmd.exe to add HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\policies\\system\\DisableRegistryTools=1, which disables Registry Tools and is consistent with system tampering to hinder administration.""}",gpt-5.4,direct,completed,
CYB499-091,Benign,Benign,High,"Sysmon Event ID 1 shows autochk.exe launched as NT AUTHORITY\SYSTEM with command line '\??\C:\Windows\system32\autochk.exe *' and parent smss.exe, which matches normal Windows boot-time disk check behavior.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows autochk.exe launched as NT AUTHORITY\\SYSTEM with command line '\\??\\C:\\Windows\\system32\\autochk.exe *' and parent smss.exe, which matches normal Windows boot-time disk check behavior.""}",gpt-5.4,direct,completed,
CYB499-092,Malicious,Malicious,High,"PowerShell launched with HostApplication copying calc.exe to a deceptive user WindowsApps path as foxprow.exe, then creating an Excel COM object via GetTypeFromProgID(""Excel.Application"",""localhost"") and calling ActivateMicrosoftApp(""5""), indicating suspicious masquerading and COM-based execution behavior.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell launched with HostApplication copying calc.exe to a deceptive user WindowsApps path as foxprow.exe, then creating an Excel COM object via GetTypeFromProgID(\""Excel.Application\"",\""localhost\"") and calling ActivateMicrosoftApp(\""5\""), indicating suspicious masquerading and COM-based execution behavior.""}",gpt-5.4,direct,completed,
CYB499-093,Benign,Benign,Medium,"Event ID 4798 indicates a user's local group membership was enumerated; the caller is the local SYSTEM/computer account WORKGROUP\\SERVER002$ (S-1-5-18) on Server002, which is commonly associated with normal system activity, and no suspicious target/process details are provided.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Event ID 4798 indicates a user's local group membership was enumerated; the caller is the local SYSTEM/computer account WORKGROUP\\\\SERVER002$ (S-1-5-18) on Server002, which is commonly associated with normal system activity, and no suspicious target/process details are provided.""}",gpt-5.4,direct,completed,
CYB499-094,Malicious,Malicious,High,"PowerShell command runs a 0-1000 loop issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with DNS-based data transfer/tunneling rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell command runs a 0-1000 loop issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under xip.io and TXT queries, a pattern consistent with DNS-based data transfer/tunneling rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-095,Malicious,Malicious,High,"PowerShell host application copied calc.exe to a deceptive user-writable path as foxprow.exe under AppData\Local\Microsoft\WindowsApps, then instantiated Excel via COM (Excel.Application) and called ActivateMicrosoftApp(""5""), behavior consistent with masquerading and suspicious COM abuse.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell host application copied calc.exe to a deceptive user-writable path as foxprow.exe under AppData\\Local\\Microsoft\\WindowsApps, then instantiated Excel via COM (Excel.Application) and called ActivateMicrosoftApp(\""5\""), behavior consistent with masquerading and suspicious COM abuse.""}",gpt-5.4,direct,completed,
CYB499-096,Benign,Benign,High,"PowerShell event 400 shows engine startup with HostApplication 'powershell.exe -Command Get-Service; Get-Process', which are standard administrative discovery commands; no encoded command, obfuscation, or suspicious script content is present.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""PowerShell event 400 shows engine startup with HostApplication 'powershell.exe -Command Get-Service; Get-Process', which are standard administrative discovery commands; no encoded command, obfuscation, or suspicious script content is present.""}",gpt-5.4,direct,completed,
CYB499-097,Malicious,Malicious,High,"PowerShell runs a loop 0..1000 issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under 127.0.0.1.xip.io and TXT lookups, a pattern consistent with automated DNS/HTTP beaconing or data exfiltration rather than normal administration.",[],"{""classification"":""Malicious"",""confidence"":""High"",""evidence"":""PowerShell runs a loop 0..1000 issuing Invoke-WebRequest requests to https://8.8.8.8/resolve with randomized subdomains under 127.0.0.1.xip.io and TXT lookups, a pattern consistent with automated DNS/HTTP beaconing or data exfiltration rather than normal administration.""}",gpt-5.4,direct,completed,
CYB499-098,Malicious,Benign,Low,"Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\Windows\System32\bitsadmin.exe run by SERVER002\admin_test. bitsadmin.exe can be used legitimately, and no command line, parent process, or network activity is provided to indicate malicious use.",[],"{""classification"":""Benign"",""confidence"":""Low"",""evidence"":""Sysmon Event ID 5 indicates a process terminated; the only process shown is C:\\Windows\\System32\\bitsadmin.exe run by SERVER002\\admin_test. bitsadmin.exe can be used legitimately, and no command line, parent process, or network activity is provided to indicate malicious use.""}",gpt-5.4,direct,completed,
CYB499-099,Benign,Benign,Medium,"Event ID 4672 indicates special privileges assigned to a new logon, and the user is NT AUTHORITY\SYSTEM (S-1-5-18), a built-in Windows system account commonly granted such privileges.",[],"{""classification"":""Benign"",""confidence"":""Medium"",""evidence"":""Event ID 4672 indicates special privileges assigned to a new logon, and the user is NT AUTHORITY\\SYSTEM (S-1-5-18), a built-in Windows system account commonly granted such privileges.""}",gpt-5.4,direct,completed,
CYB499-100,Benign,Benign,High,"Sysmon Event ID 1 shows audiodg.exe launched from C:\Windows\System32 by parent svchost.exe under NT AUTHORITY\LOCAL SERVICE, which is consistent with normal Windows Audio Device Graph Isolation activity.",[],"{""classification"":""Benign"",""confidence"":""High"",""evidence"":""Sysmon Event ID 1 shows audiodg.exe launched from C:\\Windows\\System32 by parent svchost.exe under NT AUTHORITY\\LOCAL SERVICE, which is consistent with normal Windows Audio Device Graph Isolation activity.""}",gpt-5.4,direct,completed,
